Experiment ID,Timestamp,Number of Classes,Train Samples,Validation Samples,Test Samples,Model Name,Total Parameters,Trainable Parameters,Input Size,Batch Size,Learning Rate,Optimizer,Loss Function,Epochs Run / Total,Early Stopping Patience,Scheduler,Data Augmentation Enabled,Best Validation Accuracy,Final Test Accuracy,Precision (Macro),Recall (Macro),F1 Score (Macro),ROC-AUC Score,Average Epoch Time (sec),Total Training Time (sec),Total Pipeline Time (sec),Landmark Identifier
4e316bec-a527-4297-9bd5-dbccf78fbc5a,2026-07-18 23:30:57,7,10737,2301,2301,SCNN_FMF,13942535,13942535,"torch.Size([64, 10, 3, 48, 48])",64,0.01,Adam,CrossEntropyLoss,19/200,10,ReduceLROnPlateau,False,71.40373750543242,68.0573663624511,0.6537923547803228,0.5390132649701058,0.5711216390630163,0.8985861754159445,272.5607950561925,5178.6551060676575,5320.300641298294,AU-AU1-AU2-AU4-AU5-AU6-AU9-AU12-AU15-AU17-AU26
