Experiment ID,Timestamp,Number of Classes,Train Samples,Validation Samples,Test Samples,Model Name,Total Parameters,Trainable Parameters,Input Size,Batch Size,Learning Rate,Optimizer,Loss Function,Epochs Run / Total,Early Stopping Patience,Scheduler,Data Augmentation Enabled,Best Validation Accuracy,Final Test Accuracy,Precision (Macro),Recall (Macro),F1 Score (Macro),ROC-AUC Score,Average Epoch Time (sec),Total Training Time (sec),Total Pipeline Time (sec),Landmark Identifier
145580b1-9cd4-4022-8cb1-0176b1d88e5b,2026-07-19 07:40:27,7,10737,2301,2301,LSCNN_FC,9640967,9640967,"torch.Size([64, 10, 3, 48, 48])",64,0.1,Adam,CrossEntropyLoss,57/200,10,ReduceLROnPlateau,False,63.1464580617123,61.016949152542374,0.5449129654074067,0.42763551129592325,0.4544612582457767,0.838834114479493,272.85955653274266,15552.994722366333,15710.006236076355,AU-AU1-AU2-AU4-AU5-AU6-AU9-AU12-AU15-AU17-AU26
